manufacturer,transmission_type,fuel,engine_size_cm3,power_ps,co2_emissions_gPERkm
MAZDA,Manual,Petrol,1998,165,153
MAZDA,Manual,Petrol,2191,150,147
MAZDA,Manual,Petrol,2191,150,147
MAZDA,Manual,Petrol,2191,184,147
MAZDA,Manual,Petrol,2191,184,147
MAZDA,Manual,Petrol,2191,184,173
MAZDA,Automatic,Petrol,1496,90,133
MAZDA,Automatic,Petrol,1496,90,133
MAZDA,Automatic,Petrol,1496,90,133
MAZDA,Automatic,Petrol,1496,90,122
MAZDA,Automatic,Petrol,1496,90,122
MAZDA,Manual,Petrol,1496,75,124
MAZDA,Manual,Petrol,1496,75,124
MAZDA,Manual,Petrol,1496,115,128
MAZDA,Manual,Petrol,1496,115,128
MAZDA,Manual,Petrol,1496,90,124
MAZDA,Manual,Petrol,1496,90,124
MAZDA,Manual,Petrol,1496,90,124
MAZDA,Manual,Petrol,1496,90,124
MAZDA,Manual,Petrol,1496,90,124
MAZDA,Manual,Petrol,1496,90,124
MAZDA,Manual,Petrol,1496,75,121
MAZDA,Manual,Petrol,1496,90,121
MAZDA,Manual,Petrol,1496,90,121
MAZDA,Manual,Petrol,1496,90,121
MAZDA,Manual,Petrol,1496,90,121
MAZDA,Manual,Petrol,1496,90,121
MAZDA,Manual,Petrol,1496,75,109
MAZDA,Manual,Petrol,1496,90,107
MAZDA,Manual,Petrol,1496,90,107
MAZDA,Manual,Petrol,1496,90,107
MAZDA,Manual,Petrol,1496,115,113
MAZDA,Automatic,Petrol,1998,122,152
MAZDA,Automatic,Petrol,1998,122,152
MAZDA,Automatic,Petrol,1998,122,152
MAZDA,Automatic,Petrol,1998,122,152
MAZDA,Automatic,Petrol,1998,122,152
MAZDA,Automatic,Petrol,1998,180,140
MAZDA,Automatic,Petrol,1998,180,140
MAZDA,Automatic,Petrol,1998,180,140
MAZDA,Automatic,Petrol,1998,180,140
MAZDA,Automatic,Petrol,1998,180,140
MAZDA,Automatic,Petrol,1998,180,140
MAZDA,Automatic,Petrol,1998,180,142
MAZDA,Automatic,Petrol,1998,180,142
MAZDA,Automatic,Petrol,1998,180,142
MAZDA,Automatic,Petrol,1998,180,142
MAZDA,Automatic,Petrol,1998,180,142
MAZDA,Automatic,Petrol,1998,180,142
MAZDA,Automatic,Petrol,1998,180,157
MAZDA,Automatic,Petrol,1998,180,157
MAZDA,Automatic,Petrol,1998,122,138
MAZDA,Automatic,Petrol,1998,122,140
MAZDA,Automatic,Petrol,1998,122,140
MAZDA,Automatic,Petrol,1998,122,140
MAZDA,Automatic,Petrol,1998,186,134
MAZDA,Automatic,Petrol,1998,186,135
MAZDA,Automatic,Petrol,1998,186,135
MAZDA,Automatic,Petrol,1998,186,135
MAZDA,Automatic,Petrol,1998,186,137
MAZDA,Automatic,Petrol,1998,186,137
MAZDA,Automatic,Petrol,1998,186,137
MAZDA,Automatic,Petrol,1998,186,137
MAZDA,Manual,Petrol,1998,122,142
MAZDA,Manual,Petrol,1998,122,136
MAZDA,Manual,Petrol,1998,122,142
MAZDA,Manual,Petrol,1998,122,142
MAZDA,Manual,Petrol,1998,122,142
MAZDA,Manual,Petrol,1998,122,142
MAZDA,Manual,Petrol,1998,180,125
MAZDA,Manual,Petrol,1998,180,125
MAZDA,Manual,Petrol,1998,180,125
MAZDA,Manual,Petrol,1998,180,125
MAZDA,Manual,Petrol,1998,180,131
MAZDA,Manual,Petrol,1998,180,125
MAZDA,Manual,Petrol,1998,180,125
MAZDA,Manual,Petrol,1998,180,127
MAZDA,Manual,Petrol,1998,180,127
MAZDA,Manual,Petrol,1998,180,127
MAZDA,Manual,Petrol,1998,180,127
MAZDA,Manual,Petrol,1998,180,127
MAZDA,Manual,Petrol,1998,180,127
MAZDA,Manual,Petrol,1998,180,142
MAZDA,Manual,Petrol,1998,180,142
MAZDA,Manual,Petrol,1998,180,125
MAZDA,Manual,Petrol,1998,122,127
MAZDA,Manual,Petrol,1998,186,121
MAZDA,Manual,Petrol,1998,186,114
MAZDA,Manual,Petrol,1998,186,118
MAZDA,Manual,Petrol,1998,186,117
MAZDA,Manual,Petrol,1998,186,117
MAZDA,Manual,Petrol,1998,186,117
MAZDA,Manual,Petrol,1998,186,117
MAZDA,Manual,Petrol,1998,122,124
MAZDA,Manual,Petrol,1998,122,124
MAZDA,Manual,Petrol,1998,122,127
MAZDA,Manual,Petrol,1998,122,127
MAZDA,Manual,Petrol,1998,186,120
MAZDA,Manual,Petrol,1998,186,121
MAZDA,Manual,Petrol,1998,186,121
MAZDA,Automatic,Petrol,2488,194,172
MAZDA,Automatic,Petrol,1998,145,159
MAZDA,Automatic,Petrol,2488,194,167
MAZDA,Automatic,Petrol,2488,194,167
MAZDA,Automatic,Petrol,1998,145,159
MAZDA,Automatic,Petrol,1998,194,167
MAZDA,Automatic,Petrol,1998,194,172
MAZDA,Manual,Petrol,1998,145,152
MAZDA,Manual,Petrol,1998,165,152
MAZDA,Manual,Petrol,1998,165,152
MAZDA,Manual,Petrol,1998,165,155
MAZDA,Manual,Petrol,1998,145,155
MAZDA,Manual,Petrol,1998,145,155
MAZDA,Manual,Petrol,1998,165,155
MAZDA,Manual,Petrol,1998,145,152
MAZDA,Manual,Petrol,1998,165,152
MAZDA,Manual,Petrol,1998,145,152
MAZDA,Manual,Petrol,1998,165,152
MAZDA,Manual,Petrol,1998,165,152
MAZDA,Manual,Petrol,1998,145,155
MAZDA,Manual,Petrol,1998,165,155
MAZDA,Manual,Petrol,1998,165,155
MAZDA,Automatic,Petrol,1998,184,171
MAZDA,Automatic,Petrol,1998,184,171
MAZDA,Automatic,Petrol,1998,184,171
MAZDA,Automatic,Petrol,1998,184,171
MAZDA,Automatic,Petrol,1998,184,171
MAZDA,Automatic,Petrol,1998,184,171
MAZDA,Manual,Petrol,1998,184,155
MAZDA,Manual,Petrol,1998,184,155
MAZDA,Manual,Petrol,1998,184,155
MAZDA,Manual,Petrol,1998,184,155
MAZDA,Manual,Petrol,1998,184,155
MAZDA,Manual,Petrol,1998,184,155
MAZDA,Manual,Petrol,1998,184,155
MAZDA,Manual,Petrol,1998,184,155
MAZDA,Manual,Petrol,1998,184,155
MAZDA,Manual,Petrol,1496,132,145
MAZDA,Manual,Petrol,1496,132,145
MAZDA,Manual,Petrol,1496,132,145
MAZDA,Manual,Petrol,1496,132,145
MAZDA,Manual,Petrol,1496,132,145
MAZDA,Manual,Petrol,1496,132,145
MAZDA,Manual,Petrol,1998,184,155
MAZDA,Manual,Petrol,1998,184,155
MAZDA,Manual,Petrol,1998,184,155
MAZDA,Manual,Petrol,1998,184,155
MAZDA,Manual,Petrol,1998,184,171
MAZDA,Manual,Petrol,1998,184,171
MAZDA,Manual,Petrol,1496,132,142
MAZDA,Manual,Petrol,1496,132,142
MAZDA,Manual,Petrol,1496,132,142
MAZDA,Manual,Petrol,1496,132,142
MAZDA,Manual,Petrol,1496,132,142
MAZDA,Manual,Petrol,1496,132,142
MAZDA,Manual,Petrol,1496,132,142
MAZDA,Manual,Petrol,1998,184,155
MAZDA,Manual,Petrol,1496,132,142
MAZDA,Manual,Petrol,1496,132,142
MAZDA,Manual,Petrol,1998,184,155
MAZDA,Manual,Petrol,1998,184,155
MAZDA,Manual,Petrol,1496,132,142
MAZDA,Manual,Petrol,1998,184,155
MAZDA,Manual,Petrol,1998,184,155
MAZDA,Manual,Petrol,1998,184,155
MAZDA,Manual,Petrol,1496,132,142
MAZDA,Manual,Petrol,1496,132,142
MAZDA,Manual,Petrol,1998,184,155
McLaren,Automatic,Petrol,3799,570,276
McLaren,Automatic,Petrol,3799,570,276
McLaren,Automatic,Petrol,3799,540,276
McLaren,Automatic,Petrol,3799,570,276
McLaren,Automatic,Petrol,3799,600,277
McLaren,Automatic,Petrol,3799,600,277
McLaren,Automatic,Petrol,3994,720,276
McLaren,Automatic,Petrol,3994,720,276
McLaren,Automatic,Petrol,3994,800,280
McLaren,Automatic,Petrol,3994,800,280
McLaren,Automatic,Petrol,3994,620,270
MERCEDES BENZ,Automatic,Petrol,1332,136,134
MERCEDES BENZ,Automatic,Petrol,1332,136,152
MERCEDES BENZ,Manual,Petrol,1332,136,133
MERCEDES BENZ,Manual,Petrol,1332,136,150
MERCEDES BENZ,Manual,Petrol,1332,163,133
MERCEDES BENZ,Manual,Petrol,1332,163,150
MERCEDES BENZ,Automatic,Petrol,1332,163,135
MERCEDES BENZ,Automatic,Petrol,1332,163,153
MERCEDES BENZ,Automatic,Petrol,1991,224,169
MERCEDES BENZ,Automatic,Petrol,1991,224,152
MERCEDES BENZ,Automatic,Petrol,1991,306,179
MERCEDES BENZ,Automatic,Petrol,1991,306,190
MERCEDES BENZ,Automatic,Petrol,1991,421,190
MERCEDES BENZ,Automatic,Petrol,1991,421,198
MERCEDES BENZ,Automatic,Petrol,1332,136,133
MERCEDES BENZ,Automatic,Petrol,1332,136,151
MERCEDES BENZ,Manual,Petrol,1332,136,131
MERCEDES BENZ,Manual,Petrol,1332,136,149
MERCEDES BENZ,Manual,Petrol,1332,163,131
MERCEDES BENZ,Manual,Petrol,1332,163,149
MERCEDES BENZ,Automatic,Petrol,1332,163,133
MERCEDES BENZ,Automatic,Petrol,1332,163,152
MERCEDES BENZ,Automatic,Petrol,1991,224,149
MERCEDES BENZ,Automatic,Petrol,1991,224,169
MERCEDES BENZ,Automatic,Petrol,1991,306,173
MERCEDES BENZ,Automatic,Petrol,1991,306,184
MERCEDES BENZ,Automatic,Petrol,3982,639,290
MERCEDES BENZ,Automatic,Petrol,3982,639,299
MERCEDES BENZ,Automatic,Petrol,3982,476,273
MERCEDES BENZ,Automatic,Petrol,3982,476,278
MERCEDES BENZ,Automatic,Petrol,3982,585,291
MERCEDES BENZ,Automatic,Petrol,3982,585,292
MERCEDES BENZ,Automatic,Petrol,3982,557,293
MERCEDES BENZ,Automatic,Petrol,3982,557,291
MERCEDES BENZ,Automatic,Petrol,3982,585,291
MERCEDES BENZ,Automatic,Petrol,3982,585,292
MERCEDES BENZ,Automatic,Petrol,1332,136,137
MERCEDES BENZ,Automatic,Petrol,1332,136,157
MERCEDES BENZ,Automatic,Petrol,1332,163,137
MERCEDES BENZ,Automatic,Petrol,1332,163,157
MERCEDES BENZ,Automatic,Petrol,1991,224,155
MERCEDES BENZ,Automatic,Petrol,1991,224,176
MERCEDES BENZ,Automatic,Petrol,1497,156,158
MERCEDES BENZ,Automatic,Petrol,1497,156,178
MERCEDES BENZ,Automatic,Petrol,1497,184,151
MERCEDES BENZ,Automatic,Petrol,1497,184,179
MERCEDES BENZ,Automatic,Petrol,1497,184,156
MERCEDES BENZ,Automatic,Petrol,1497,184,179
MERCEDES BENZ,Automatic,Petrol,1991,258,159
MERCEDES BENZ,Automatic,Petrol,1991,258,180
MERCEDES BENZ,Automatic,Petrol,2996,390,218
MERCEDES BENZ,Automatic,Petrol,2996,390,225
MERCEDES BENZ,Automatic,Petrol,3982,510,251
MERCEDES BENZ,Automatic,Petrol,3982,510,256
MERCEDES BENZ,Automatic,Petrol,2996,390,222
MERCEDES BENZ,Automatic,Petrol,2996,390,230
MERCEDES BENZ,Automatic,Petrol,3982,510,252
MERCEDES BENZ,Automatic,Petrol,3982,510,258
MERCEDES BENZ,Automatic,Petrol,1497,184,161
MERCEDES BENZ,Automatic,Petrol,1497,184,185
MERCEDES BENZ,Automatic,Petrol,1991,258,165
MERCEDES BENZ,Automatic,Petrol,1991,258,186
MERCEDES BENZ,Automatic,Petrol,1991,258,172
MERCEDES BENZ,Automatic,Petrol,1991,258,196
MERCEDES BENZ,Automatic,Petrol,2996,390,218
MERCEDES BENZ,Automatic,Petrol,2996,390,225
MERCEDES BENZ,Automatic,Petrol,3982,510,247
MERCEDES BENZ,Automatic,Petrol,3982,510,253
MERCEDES BENZ,Automatic,Petrol,1497,156,155
MERCEDES BENZ,Automatic,Petrol,1497,156,178
MERCEDES BENZ,Automatic,Petrol,1497,184,146
MERCEDES BENZ,Automatic,Petrol,1497,184,179
MERCEDES BENZ,Automatic,Petrol,1991,258,158
MERCEDES BENZ,Automatic,Petrol,1991,258,179
MERCEDES BENZ,Automatic,Petrol,2996,390,225
MERCEDES BENZ,Automatic,Petrol,2996,390,230
MERCEDES BENZ,Automatic,Petrol,3982,510,258
MERCEDES BENZ,Automatic,Petrol,3982,510,262
MERCEDES BENZ,Automatic,Petrol,1497,184,163
MERCEDES BENZ,Automatic,Petrol,1497,184,186
MERCEDES BENZ,Automatic,Petrol,1497,184,163
MERCEDES BENZ,Automatic,Petrol,1497,184,188
MERCEDES BENZ,Automatic,Petrol,1991,258,168
MERCEDES BENZ,Automatic,Petrol,1991,258,188
MERCEDES BENZ,Automatic,Petrol,1991,306,173
MERCEDES BENZ,Automatic,Petrol,1991,306,183
MERCEDES BENZ,Automatic,Petrol,1991,421,186
MERCEDES BENZ,Automatic,Petrol,1991,421,194
MERCEDES BENZ,Automatic,Petrol,1332,136,134
MERCEDES BENZ,Automatic,Petrol,1332,136,153
MERCEDES BENZ,Automatic,Petrol,1332,163,134
MERCEDES BENZ,Automatic,Petrol,1332,163,153
MERCEDES BENZ,Automatic,Petrol,1991,224,150
MERCEDES BENZ,Automatic,Petrol,1991,224,169
MERCEDES BENZ,Automatic,Petrol,1991,306,178
MERCEDES BENZ,Automatic,Petrol,1991,306,189
MERCEDES BENZ,Automatic,Petrol,1991,421,190
MERCEDES BENZ,Automatic,Petrol,1991,421,198
MERCEDES BENZ,Automatic,Petrol,1332,136,136
MERCEDES BENZ,Automatic,Petrol,1332,136,155
MERCEDES BENZ,Automatic,Petrol,1332,163,137
MERCEDES BENZ,Automatic,Petrol,1332,163,155
MERCEDES BENZ,Automatic,Petrol,1991,224,153
MERCEDES BENZ,Automatic,Petrol,1991,224,173
MERCEDES BENZ,Automatic,Petrol,1991,299,172
MERCEDES BENZ,Automatic,Petrol,1991,299,195
MERCEDES BENZ,Automatic,Petrol,2999,367,183
MERCEDES BENZ,Automatic,Petrol,2999,367,207
MERCEDES BENZ,Automatic,Petrol,2999,435,209
MERCEDES BENZ,Automatic,Petrol,2999,435,216
MERCEDES BENZ,Automatic,Petrol,1991,245,206
MERCEDES BENZ,Automatic,Petrol,1991,245,206
MERCEDES BENZ,Automatic,Petrol,2996,367,204
MERCEDES BENZ,Automatic,Petrol,2996,367,224
MERCEDES BENZ,Automatic,Petrol,1991,299,178
MERCEDES BENZ,Automatic,Petrol,1991,299,198
MERCEDES BENZ,Automatic,Petrol,2999,435,205
MERCEDES BENZ,Automatic,Petrol,2999,435,213
MERCEDES BENZ,Automatic,Petrol,1991,245,206
MERCEDES BENZ,Automatic,Petrol,1991,245,206
MERCEDES BENZ,Automatic,Petrol,1991,299,173
MERCEDES BENZ,Automatic,Petrol,1991,299,195
MERCEDES BENZ,Automatic,Petrol,2996,367,203
MERCEDES BENZ,Automatic,Petrol,2996,367,220
MERCEDES BENZ,Automatic,Petrol,2999,435,208
MERCEDES BENZ,Automatic,Petrol,2999,435,218
MERCEDES BENZ,Automatic,Petrol,3982,612,274
MERCEDES BENZ,Automatic,Petrol,3982,612,283
MERCEDES BENZ,Automatic,Petrol,1991,197,175
MERCEDES BENZ,Automatic,Petrol,1991,197,204
MERCEDES BENZ,Automatic,Petrol,2999,435,204
MERCEDES BENZ,Automatic,Petrol,2999,435,215
MERCEDES BENZ,Automatic,Petrol,3982,612,270
MERCEDES BENZ,Automatic,Petrol,3982,612,279
MERCEDES BENZ,Automatic,Petrol,1991,184,167
MERCEDES BENZ,Automatic,Petrol,1991,184,200
MERCEDES BENZ,Automatic,Petrol,2996,367,202
MERCEDES BENZ,Automatic,Petrol,2996,367,222
MERCEDES BENZ,Automatic,Petrol,1332,163,148
MERCEDES BENZ,Automatic,Petrol,1332,163,168
MERCEDES BENZ,Automatic,Petrol,1332,163,156
MERCEDES BENZ,Automatic,Petrol,1332,163,176
MERCEDES BENZ,Automatic,Petrol,2996,390,232
MERCEDES BENZ,Automatic,Petrol,2996,390,247
MERCEDES BENZ,Automatic,Petrol,3982,476,288
MERCEDES BENZ,Automatic,Petrol,3982,476,299
MERCEDES BENZ,Automatic,Petrol,3982,510,293
MERCEDES BENZ,Automatic,Petrol,3982,510,298
MERCEDES BENZ,Automatic,Petrol,1991,258,185
MERCEDES BENZ,Automatic,Petrol,1991,258,217
MERCEDES BENZ,Automatic,Petrol,2996,390,230
MERCEDES BENZ,Automatic,Petrol,2996,390,244
MERCEDES BENZ,Automatic,Petrol,3982,510,186
MERCEDES BENZ,Automatic,Petrol,3982,510,218
MERCEDES BENZ,Automatic,Petrol,1991,258,185
MERCEDES BENZ,Automatic,Petrol,1991,258,217
MERCEDES BENZ,Automatic,Petrol,2999,435,241
MERCEDES BENZ,Automatic,Petrol,2999,435,251
MERCEDES BENZ,Automatic,Petrol,2999,367,195
MERCEDES BENZ,Automatic,Petrol,2999,367,246
MERCEDES BENZ,Automatic,Petrol,2999,435,241
MERCEDES BENZ,Automatic,Petrol,2999,435,251
MERCEDES BENZ,Automatic,Petrol,3982,612,268
MERCEDES BENZ,Automatic,Petrol,3982,612,273
MERCEDES BENZ,Automatic,Petrol,3982,469,235
MERCEDES BENZ,Automatic,Petrol,3982,469,243
MERCEDES BENZ,Automatic,Petrol,3982,612,268
MERCEDES BENZ,Automatic,Petrol,3982,612,273
MERCEDES BENZ,Automatic,Petrol,3982,469,235
MERCEDES BENZ,Automatic,Petrol,3982,469,243
MERCEDES BENZ,Automatic,Petrol,3982,612,263
MERCEDES BENZ,Automatic,Petrol,3982,612,276
MERCEDES BENZ,Automatic,Petrol,2999,367,177
MERCEDES BENZ,Automatic,Petrol,2999,367,193
MERCEDES BENZ,Automatic,Petrol,2999,435,177
MERCEDES BENZ,Automatic,Petrol,2999,435,193
MERCEDES BENZ,Automatic,Petrol,2996,367,215
MERCEDES BENZ,Automatic,Petrol,2996,367,221
MERCEDES BENZ,Automatic,Petrol,4663,455,235
MERCEDES BENZ,Automatic,Petrol,4663,455,244
MERCEDES BENZ,Automatic,Petrol,2996,390,197
MERCEDES BENZ,Automatic,Petrol,2996,390,201
MERCEDES BENZ,Automatic,Petrol,1991,184,166
MERCEDES BENZ,Automatic,Petrol,1991,184,178
MERCEDES BENZ,Manual,Petrol,1991,184,159
MERCEDES BENZ,Manual,Petrol,1991,184,171
MERCEDES BENZ,Automatic,Petrol,1991,245,171
MERCEDES BENZ,Automatic,Petrol,1991,245,182
MERCEDES BENZ,Automatic,Petrol,1332,136,134
MERCEDES BENZ,Automatic,Petrol,1332,136,151
MERCEDES BENZ,Manual,Petrol,1332,136,133
MERCEDES BENZ,Manual,Petrol,1332,136,150
MERCEDES BENZ,Automatic,Petrol,1332,163,135
MERCEDES BENZ,Automatic,Petrol,1332,163,151
MERCEDES BENZ,Manual,Petrol,1332,163,133
MERCEDES BENZ,Manual,Petrol,1332,163,150
MERCEDES BENZ,Automatic,Petrol,1991,224,152
MERCEDES BENZ,Automatic,Petrol,1991,224,169
MERCEDES BENZ,Automatic,Petrol,1991,306,183
MERCEDES BENZ,Automatic,Petrol,1991,306,194
MERCEDES BENZ,Automatic,Petrol,1991,421,198
MERCEDES BENZ,Automatic,Petrol,1991,421,207
MERCEDES BENZ,Automatic,Petrol,1332,136,133
MERCEDES BENZ,Automatic,Petrol,1332,136,149
MERCEDES BENZ,Manual,Petrol,1332,136,131
MERCEDES BENZ,Manual,Petrol,1332,136,147
MERCEDES BENZ,Automatic,Petrol,1332,163,133
MERCEDES BENZ,Automatic,Petrol,1332,163,150
MERCEDES BENZ,Manual,Petrol,1332,163,131
MERCEDES BENZ,Manual,Petrol,1332,163,148
MERCEDES BENZ,Automatic,Petrol,1991,224,149
MERCEDES BENZ,Automatic,Petrol,1991,224,167
MERCEDES BENZ,Automatic,Petrol,1991,306,176
MERCEDES BENZ,Automatic,Petrol,1991,306,187
MERCEDES BENZ,Automatic,Petrol,3982,639,291
MERCEDES BENZ,Automatic,Petrol,3982,639,302
MERCEDES BENZ,Automatic,Petrol,1332,136,137
MERCEDES BENZ,Automatic,Petrol,1332,136,154
MERCEDES BENZ,Automatic,Petrol,1332,163,137
MERCEDES BENZ,Automatic,Petrol,1332,163,154
MERCEDES BENZ,Automatic,Petrol,1991,224,155
MERCEDES BENZ,Automatic,Petrol,1991,224,174
MERCEDES BENZ,Automatic,Petrol,2996,390,227
MERCEDES BENZ,Automatic,Petrol,2996,390,234
MERCEDES BENZ,Automatic,Petrol,3982,510,253
MERCEDES BENZ,Automatic,Petrol,3982,510,259
MERCEDES BENZ,Automatic,Petrol,2996,390,219
MERCEDES BENZ,Automatic,Petrol,2996,390,228
MERCEDES BENZ,Automatic,Petrol,3982,510,244
MERCEDES BENZ,Automatic,Petrol,3982,510,251
MERCEDES BENZ,Automatic,Petrol,2996,390,225
MERCEDES BENZ,Automatic,Petrol,2996,390,233
MERCEDES BENZ,Automatic,Petrol,3982,510,249
MERCEDES BENZ,Automatic,Petrol,3982,510,255
MERCEDES BENZ,Automatic,Petrol,2996,390,220
MERCEDES BENZ,Automatic,Petrol,2996,390,228
MERCEDES BENZ,Automatic,Petrol,3982,510,242
MERCEDES BENZ,Automatic,Petrol,3982,510,249
MERCEDES BENZ,Automatic,Petrol,1497,156,155
MERCEDES BENZ,Automatic,Petrol,1497,156,177
MERCEDES BENZ,Automatic,Petrol,1991,306,177
MERCEDES BENZ,Automatic,Petrol,1991,306,188
MERCEDES BENZ,Automatic,Petrol,1991,421,194
MERCEDES BENZ,Automatic,Petrol,1991,421,203
MERCEDES BENZ,Automatic,Petrol,1332,136,134
MERCEDES BENZ,Automatic,Petrol,1332,136,150
MERCEDES BENZ,Automatic,Petrol,1332,163,134
MERCEDES BENZ,Automatic,Petrol,1332,163,150
MERCEDES BENZ,Automatic,Petrol,1991,224,150
MERCEDES BENZ,Automatic,Petrol,1991,224,166
MERCEDES BENZ,Automatic,Petrol,1991,306,182
MERCEDES BENZ,Automatic,Petrol,1991,306,193
MERCEDES BENZ,Automatic,Petrol,1991,421,198
MERCEDES BENZ,Automatic,Petrol,1991,421,207
MERCEDES BENZ,Automatic,Petrol,1332,136,137
MERCEDES BENZ,Automatic,Petrol,1332,136,153
MERCEDES BENZ,Automatic,Petrol,1332,163,137
MERCEDES BENZ,Automatic,Petrol,1332,163,154
MERCEDES BENZ,Automatic,Petrol,1991,224,153
MERCEDES BENZ,Automatic,Petrol,1991,224,171
MERCEDES BENZ,Automatic,Petrol,3982,612,276
MERCEDES BENZ,Automatic,Petrol,3982,612,286
MERCEDES BENZ,Automatic,Petrol,3982,612,270
MERCEDES BENZ,Automatic,Petrol,3982,612,281
MERCEDES BENZ,Automatic,Petrol,1991,306,189
MERCEDES BENZ,Automatic,Petrol,1991,306,202
MERCEDES BENZ,Automatic,Petrol,1991,421,214
MERCEDES BENZ,Automatic,Petrol,1991,421,225
MERCEDES BENZ,Automatic,Petrol,1332,136,148
MERCEDES BENZ,Automatic,Petrol,1332,136,167
MERCEDES BENZ,Automatic,Petrol,1332,163,148
MERCEDES BENZ,Automatic,Petrol,1332,163,167
MERCEDES BENZ,Automatic,Petrol,1991,224,167
MERCEDES BENZ,Automatic,Petrol,1991,224,184
MERCEDES BENZ,Automatic,Petrol,1991,306,194
MERCEDES BENZ,Automatic,Petrol,1991,306,207
MERCEDES BENZ,Automatic,Petrol,1332,163,157
MERCEDES BENZ,Automatic,Petrol,1332,163,175
MERCEDES BENZ,Automatic,Petrol,1991,224,175
MERCEDES BENZ,Automatic,Petrol,1991,224,192
MERCEDES BENZ,Automatic,Petrol,1991,224,178
MERCEDES BENZ,Automatic,Petrol,1991,224,197
MERCEDES BENZ,Automatic,Petrol,2996,390,232
MERCEDES BENZ,Automatic,Petrol,2996,390,247
MERCEDES BENZ,Automatic,Petrol,3982,476,288
MERCEDES BENZ,Automatic,Petrol,3982,476,299
MERCEDES BENZ,Automatic,Petrol,3982,510,293
MERCEDES BENZ,Automatic,Petrol,3982,510,298
MERCEDES BENZ,Automatic,Petrol,2996,390,230
MERCEDES BENZ,Automatic,Petrol,2996,390,244
MERCEDES BENZ,Automatic,Petrol,3982,510,186
MERCEDES BENZ,Automatic,Petrol,3982,510,218
MERCEDES BENZ,Automatic,Petrol,3982,530,287
MERCEDES BENZ,Automatic,Petrol,3982,530,288
MERCEDES BENZ,Automatic,Petrol,3982,530,290
MERCEDES BENZ,Automatic,Petrol,3982,530,290
MERCEDES BENZ,Automatic,Petrol,3982,730,292
MERCEDES BENZ,Automatic,Petrol,3982,730,292
MERCEDES BENZ,Automatic,Petrol,3982,557,289
MERCEDES BENZ,Automatic,Petrol,3982,557,291
MERCEDES BENZ,Automatic,Petrol,3982,585,288
MERCEDES BENZ,Automatic,Petrol,3982,585,289
MERCEDES BENZ,Automatic,Petrol,3982,612,268
MERCEDES BENZ,Automatic,Petrol,3982,612,273
MERCEDES BENZ,Automatic,Petrol,3982,469,235
MERCEDES BENZ,Automatic,Petrol,3982,469,243
MERCEDES BENZ,Automatic,Petrol,3982,612,268
MERCEDES BENZ,Automatic,Petrol,3982,612,273
MERCEDES BENZ,Automatic,Petrol,3982,469,235
MERCEDES BENZ,Automatic,Petrol,3982,469,243
MERCEDES BENZ,Automatic,Petrol,3982,612,263
MERCEDES BENZ,Automatic,Petrol,3982,612,276
MERCEDES BENZ,Automatic,Petrol,2999,367,177
MERCEDES BENZ,Automatic,Petrol,2999,367,193
MERCEDES BENZ,Automatic,Petrol,2996,367,215
MERCEDES BENZ,Automatic,Petrol,2996,367,221
MERCEDES BENZ,Automatic,Petrol,4663,455,235
MERCEDES BENZ,Automatic,Petrol,4663,455,244
MERCEDES BENZ,Automatic,Petrol,2996,390,197
MERCEDES BENZ,Automatic,Petrol,2996,390,201
MERCEDES BENZ,Automatic,Petrol,1991,184,166
MERCEDES BENZ,Automatic,Petrol,1991,184,178
MERCEDES BENZ,Manual,Petrol,1991,184,159
MERCEDES BENZ,Manual,Petrol,1991,184,171
MERCEDES BENZ,Automatic,Petrol,1991,245,171
MERCEDES BENZ,Automatic,Petrol,1991,245,182
MERCEDES BENZ,Automatic,Petrol,1332,163,134
MERCEDES BENZ,Automatic,Petrol,1332,163,151
MERCEDES BENZ,Manual,Petrol,1332,163,133
MERCEDES BENZ,Manual,Petrol,1332,163,150
MERCEDES BENZ,Automatic,Petrol,1991,224,152
MERCEDES BENZ,Automatic,Petrol,1991,224,168
MERCEDES BENZ,Automatic,Petrol,1991,306,188
MERCEDES BENZ,Automatic,Petrol,1991,306,200
MERCEDES BENZ,Automatic,Petrol,1991,421,198
MERCEDES BENZ,Automatic,Petrol,1991,421,207
MERCEDES BENZ,Automatic,Petrol,1332,136,134
MERCEDES BENZ,Automatic,Petrol,1332,136,151
MERCEDES BENZ,Manual,Petrol,1332,136,133
MERCEDES BENZ,Manual,Petrol,1332,136,150
MERCEDES BENZ,Automatic,Petrol,1332,136,133
MERCEDES BENZ,Automatic,Petrol,1332,136,150
MERCEDES BENZ,Manual,Petrol,1332,136,131
MERCEDES BENZ,Manual,Petrol,1332,136,148
MERCEDES BENZ,Automatic,Petrol,1332,163,133
MERCEDES BENZ,Automatic,Petrol,1332,163,150
MERCEDES BENZ,Manual,Petrol,1332,163,131
MERCEDES BENZ,Manual,Petrol,1332,163,148
MERCEDES BENZ,Automatic,Petrol,1991,224,150
MERCEDES BENZ,Automatic,Petrol,1991,224,166
MERCEDES BENZ,Automatic,Petrol,1991,306,182
MERCEDES BENZ,Automatic,Petrol,1991,306,193
MERCEDES BENZ,Automatic,Petrol,1332,136,137
MERCEDES BENZ,Automatic,Petrol,1332,136,154
MERCEDES BENZ,Automatic,Petrol,1332,163,137
MERCEDES BENZ,Automatic,Petrol,1332,163,154
MERCEDES BENZ,Automatic,Petrol,1991,224,155
